,Time,data,label
32,[02:14.29,Is that alright?,Sad
33,[02:19.26,Give my gun away when it's loaded,Sad
34,[02:22.24,Is that alright?,Sad
35,[02:24.32,If u dont shoot it how am i supposed to hold,Sad
36,[02:28.26,Is that alright?,Sad
37,[02:31.56,Give my gun away when it's loaded,Sad
38,[02:34.73,Is that alright,Sad
39,[02:36.25,Is that alright with u?,Sad
40,[02:39.47,Is that alright with u?,Sad
41,[02:45.81,Is that alright with u?,Sad
42,[02:51.94,Is that alright with u?,Sad
43,[02:58.22,Is that alright,Sad
44,[02:59.74,Is that alright,Sad
45,[03:01.30,Is that alright with u?,Sad
46,[03:05.03,no,Sad
47,[03:07.91,,Sad
0,[00:15.08,Your fingertips across my skin,Sad
1,[00:19.48,The palm trees swaying in the wind,Sad
2,[00:23.32,Images,Sad
3,[00:25.96,,Sad
4,[00:30.85,You sang me Spanish lullabies,Sad
5,[00:35.28,The sweetest sadness in your eyes,Sad
6,[00:39.37,Clever trick,Sad
7,[00:41.56,,Sad
8,[00:47.82,"Well, I never want to see you unhappy",Sad
9,[00:55.21,I thought you want the same for me,Sad
10,[01:04.77,"Goodbye, my almost lover",Sad
11,[01:08.70,"Goodbye, my hopeless dream",Sad
12,[01:12.83,I'm trying not to think about you,Sad
13,[01:16.80,Can't you just let me be?,Sad
14,[01:20.89,"So long, my luckless romance",Sad
15,[01:24.77,My back is turned on you,Sad
16,[01:28.98,Should've known you'd bring me heartache,Sad
17,[01:32.96,Almost lovers always do,Sad
18,[01:39.19,,Sad
19,[01:43.10,We walked along a crowded street,Sad
20,[01:47.27,You took my hand and danced with me,Sad
21,[01:51.35,Images,Sad
22,[01:59.39,"And when you left, you kissed my lips",Sad
23,[02:03.32,"You told me you would never, never forget",Sad
24,[02:07.37,These images,Sad
25,[02:11.46,No,Sad
26,[02:16.14,"Well, I never want to see you unhappy",Sad
27,[02:23.52,I thought you want the same for me,Sad
28,[02:33.06,"Goodbye, my almost lover",Sad
29,[02:37.05,"Goodbye, my hopeless dream",Sad
30,[02:41.12,I'm trying not to think about you,Sad
31,[02:45.18,Can't you just let me be?,Sad
32,[02:49.09,"So long, my luckless romance",Sad
33,[02:53.09,My back is turned on you,Sad
34,[02:57.42,Should've known you bring me heartache,Sad
35,[03:01.27,Almost lovers always do,Sad
36,[03:06.49,,Sad
37,[03:09.35,I cannot go to the ocean,Sad
38,[03:13.84,I cannot drive the streets at night,Sad
39,[03:16.88,I cannot wake up in the morning,Sad
40,[03:21.53,Without you on my mind,Sad
41,[03:25.46,So you're gone and I'm haunted,Sad
42,[03:29.44,And I bet you are just fine,Sad
43,[03:33.90,Did I make it that,Sad
44,[03:36.04,Easy to walk right in and out,Sad
45,[03:41.14,Of my life?,Sad
46,[03:46.97,"Goodbye, my almost lover",Sad
47,[03:50.98,"Goodbye, my hopeless dream",Sad
48,[03:55.25,I'm trying not to think about you,Sad
49,[03:59.35,Can't you just let me be?,Sad
50,[04:03.02,"So long, my luckless romance",Sad
51,[04:06.98,My back is turned on you,Sad
52,[04:10.97,Should have known you bring me heartache,Sad
53,[04:15.08,Almost lovers always do,Sad
54,[04:24.69,,Sad
0,[00:14.26,I know I can be a little stubborn sometimes,Sad
1,[00:20.74,A little righteous and too proud,Sad
2,[00:27.40,I just want to find a way to compromise,Sad
3,[00:33.50,Cos I believe that we can work things out,Sad
4,[00:40.24,I thought I had all the answers never giving in,Sad
5,[00:46.15,But baby since you've gone I admit that I was wrong,Sad
6,[00:53.24,All I know is I'm lost without you I'm not gonna lie,Sad
7,[00:59.86,How my going to be strong without you I need you by my side,Sad
8,[01:06.31,If we ever say we'll never be together and we ended with goodbye,Sad
9,[01:12.20,don't know what I'd do ...,Sad
10,[01:16.29,,Sad
11,[01:17.60,I'm lost without you,Sad
12,[01:19.15,I keep trying to find my way,Sad
13,[01:22.06,but all I know is I'm lost without you,Sad
14,[01:25.81,I keep trying to face the day,Sad
15,[01:28.98,I'm lost without you,Sad
16,[01:31.59,,Sad
17,[01:33.06,How my ever gonna get rid of these blues,Sad
18,[01:39.00,Baby I'm so lonely all the time,Sad
19,[01:46.16,Everywhere I go I get so confused,Sad
20,[01:52.24,You're the only thing that's on my mind,Sad
21,[01:58.92,Oh my beds so cold at night and I miss you more each day,Sad
22,[02:05.56,Only you can make it right no I'm not too proud to say,Sad
23,[02:12.03,All I know is I'm lost without you I'm not gonna lie,Sad
24,[02:18.65,How my going to be strong without you I need you by my side,Sad
25,[02:25.09,If we ever say we'll never be together and we ended with goodbye,Sad
26,[02:31.00,don't know what I'd do ...,Sad
27,[02:34.76,,Sad
28,[02:36.33,I'm lost without you,Sad
29,[02:38.07,I keep trying to find my way ,Sad
30,[02:41.29,but all I know is I'm lost without you,Sad
31,[02:44.55,I keep trying to face the day,Sad
32,[02:47.67,I'm lost without you,Sad
33,[02:50.07,,Sad
34,[02:51.30,If I could only hold you now,Sad
35,[02:54.69,and make the pain just go away,Sad
36,[02:57.97,Can't stop the tears from running down my face,Sad
37,[03:03.26,Oh....,Sad
38,[03:04.53,All I know is I'm lost without you I'm not gonna lie,Sad
39,[03:11.13,How my going to be strong without you I need you by my side,Sad
40,[03:17.78,If we ever say we'll never be together and we ended with goodbye,Sad
41,[03:23.47,don't know what I'd do ...,Sad
42,[03:26.79,,Sad
43,[03:28.66,I'm lost without you,Sad
44,[03:30.47,I keep trying to find my way,Sad
45,[03:33.03,but all I know is I'm lost without you,Sad
46,[03:37.01,I keep trying to face the day,Sad
47,[03:40.14,I'm lost without you,Sad
48,[03:43.49,I keep trying to find my way,Sad
49,[03:46.70,but all I know is I'm lost without you,Sad
50,[03:54.95,I'm lost without you,Sad
51,[03:57.99,,Sad
0,[00:11.87,i hear the ticking of the clock,Sad
1,[00:15.31,I'm lying here the room's pitch dark,Sad
2,[00:21.54,I wonder where you are tonight,Sad
3,[00:26.11,No answer on the telephone,Sad
4,[00:32.44,And the night goes by so very slow,Sad
5,[00:37.23,Oh i hope that it won't end though,Sad
6,[00:42.88,Alone,Sad
7,[00:47.75,,Sad
8,[00:50.32,Till now i always got by on my own,Sad
9,[00:56.45,I never really cared until i met you,Sad
10,[01:01.57,And now it chills me to the bone,Sad
11,[01:06.60,How do i get you alone,Sad
12,[01:11.25,How do i get you alone,Sad
13,[01:18.48,,Sad
14,[01:20.57,You don't know how long i have wanted,Sad
15,[01:24.16,To touch your lips and hold you tight,Sad
16,[01:31.44,You don't know how long i have waited,Sad
17,[01:34.71,And i was going to tell you tonight,Sad
18,[01:41.90,But the secret is still my own,Sad
19,[01:45.70,And my love for you is still unknown,Sad
20,[01:52.35,Alone,Sad
21,[01:56.24,,Sad
22,[02:09.91,Till now i always got by on my own,Sad
23,[02:15.83,I never really cared until i met you,Sad
24,[02:21.38,And now it chills me to the bone,Sad
25,[02:25.73,How do i get you alone,Sad
26,[02:31.12,How do i get you alone,Sad
27,[02:57.41,How do i get you alone,Sad
28,[03:04.17,How do i get you alone,Sad
29,[03:09.00,"Alone, alone",Sad
0,[00:21.56,When I first saw you I already knew,Sad
1,[00:26.95,There was something inside of you,Sad
2,[00:32.47,Something I thought that I would never find,Sad
3,[00:37.26,Angel of Mine,Sad
4,[00:42.97,I look at you looking at me,Sad
5,[00:48.16,Now I know why they say the best things are free,Sad
6,[00:53.62,Gonna love you boy you are so fine,Sad
7,[00:58.43,Angel of Mine,Sad
8,[01:04.39,How you changed my world you'll never know,Sad
9,[01:09.57,"I'm different now,",Sad
10,[01:11.51,you helped me grow,Sad
11,[01:14.62,You came into my life,Sad
12,[01:16.85,Sent from above,Sad
13,[01:19.37,When I lost all hope,Sad
14,[01:21.96,You showed me love,Sad
15,[01:24.52,I'm checkin for you,Sad
16,[01:27.34,Boy you're right on time,Sad
17,[01:30.21,Angel of Mine,Sad
18,[01:36.13,Nothing means more to me than what we share,Sad
19,[01:41.20,No one in this whole world can ever compare,Sad
20,[01:46.47,Last night the way you moved is still on my mind,Sad
21,[01:51.45,Angel of Mine,Sad
22,[01:57.24,What you mean to me you'll never know,Sad
23,[02:02.15,Deep inside I need to show,Sad
24,[02:07.56,You came into my life,Sad
25,[02:09.46,Sent from above,Sad
26,[02:12.65,When I lost all hope,Sad
27,[02:15.15,You showed me love,Sad
28,[02:18.35,I'm checkin for you,Sad
29,[02:20.38,Boy you're right on time,Sad
30,[02:23.14,Angel of Mine,Sad
31,[02:28.94,I never knew I could feel each moment,Sad
32,[02:34.25,As if it were new,Sad
33,[02:38.58,Every breath that I take,Sad
34,[02:41.34,The love that we make,Sad
35,[02:44.82,I only share it with you,Sad
36,[02:48.39,You...,Sad
37,[02:50.41,When I first saw you I already knew,Sad
38,[02:55.19,There was something inside of you,Sad
39,[03:00.90,Something I thought that I would never find,Sad
40,[03:05.62,Angel of Mine,Sad
41,[03:11.33,You came into my life,Sad
42,[03:13.55,Sent from above,Sad
43,[03:16.52,When I lost all hope,Sad
44,[03:18.46,You showed me love,Sad
45,[03:20.90,I'm checkin for you,Sad
46,[03:24.03,Boy you're right on time,Sad
47,[03:26.76,Angel of Mine,Sad
48,[03:32.69,How you changed my world you'll never know,Sad
49,[03:37.51,"I'm different now,",Sad
50,[03:39.82,you helped me grow,Sad
51,[03:43.22,I look at you looking at me,Sad
52,[03:48.25,Now I know why they say the best things are free,Sad
53,[03:53.92,Checkin' for you boy you're right on time,Sad
54,[03:58.59,Angel of Mine,Sad
55,[04:04.97,,Sad
56,[04:07.07,by lune,Sad
57,[04:10.20,,Sad
0,[00:19.38,Although loneliness has always been a friend of mine,Sad
1,[00:25.10,I'm leaving my life in your hands,Sad
2,[00:30.13,People say i'm crazy that i am blind,Sad
3,[00:35.08,Risking it all in a glance,Sad
4,[00:39.91,How you got my blind is still a mystery,Sad
5,[00:44.72,I can't get you out of my head,Sad
6,[00:49.71,Don't care what is written in your history,Sad
7,[00:54.47,As long as youre here with me,Sad
8,[00:57.72,I don't care who you are,Sad
9,[01:01.44,Where youre from,Sad
10,[01:03.82,What you did,Sad
11,[01:06.18,As long as you love me,Sad
12,[01:09.03,Who you are,Sad
13,[01:11.51,Where youre from,Sad
14,[01:13.23,Don't care what you did,Sad
15,[01:15.89,As long as you love me,Sad
16,[01:19.02,Every little thing that you have said and done,Sad
17,[01:23.59,Feels like it's deep within me,Sad
18,[01:28.96,Doesn't really matter if youre on the run,Sad
19,[01:33.37,It seems like were meant to be,Sad
20,[01:37.14,I don't care who you are,Sad
21,[01:40.80,Where youre from,Sad
22,[01:43.10,What you did,Sad
23,[01:45.27,As long as you love me,Sad
24,[01:48.05,Who you are,Sad
25,[01:50.56,Where youre from,Sad
26,[01:52.32,Don't care what you did,Sad
27,[01:54.98,As long as you love me,Sad
28,[01:57.52,,Sad
29,[02:04.50,As long as you love me,Sad
30,[02:08.24,I've tried to hide it so that no one knows,Sad
31,[02:11.86,But I guess it shows,Sad
32,[02:14.64,When you look in to my eyes,Sad
33,[02:18.37,What you did and where youre coming from,Sad
34,[02:21.76,I don't care as long as you live me baby,Sad
35,[02:27.95,,Sad
36,[02:35.40,I don't care who you are,Sad
37,[02:39.44,Where youre from,Sad
38,[02:41.61,What you did,Sad
39,[02:43.98,As long as you love me,Sad
40,[02:46.72,Who you are,Sad
41,[02:49.04,Where youre from,Sad
42,[02:50.89,Don't care what you did,Sad
43,[02:53.78,As long as you love me,Sad
44,[02:56.13,,Sad
45,[02:58.42,who you are,Sad
46,[03:00.10,Where youre from,Sad
47,[03:02.53,What you did,Sad
48,[03:04.78,As long as you love me,Sad
49,[03:07.45,Who you are,Sad
50,[03:09.89,Where youre from,Sad
51,[03:13.31,As long as you love me,Sad
52,[03:15.85,Who you are,Sad
53,[03:18.33,As long as you love me,Sad
54,[03:20.92,What you did,Sad
55,[03:22.80,I don't care as long as you live me,Sad
56,[03:27.20,,Sad
0,[00:18.64,Don’t know what to do anymore,Sad
1,[00:25.18,I’ve lost the only love worth fighting for,Sad
2,[00:31.96,I’ll drown in my tears,Sad
3,[00:35.40,Don’t they see?,Sad
4,[00:38.92,That which show you that which make you hurt like me,Sad
5,[00:45.25,All the same,Sad
6,[00:49.62,I don’t want mudslinging games,Sad
7,[00:54.54,It’s such a shame,Sad
8,[00:59.10,To let you walk away,Sad
9,[01:01.10,,Sad
10,[01:03.28,Is there a chance?,Sad
11,[01:07.04,A fragment of light at the end of the tunnel?,Sad
12,[01:13.65,A reason to fight?,Sad
13,[01:17.05,Is there a chance you may change your mind?,Sad
14,[01:27.34,Or are we ashes and wine?,Sad
15,[01:43.32,Don’t know if our fate’s already sealed,Sad
16,[01:50.08,This day’s spinning surface on a wheel,Sad
17,[01:57.11,I’m ill with the thought of your kiss,Sad
18,[02:04.73,Coffee laced intoxicating on her lips,Sad
19,[02:10.92,,Sad
20,[02:11.33,Cut it out,Sad
21,[02:15.65,I’ve got no claim on you now,Sad
22,[02:20.91,Not allowed to wear your freedom down,Sad
23,[02:27.52,,Sad
24,[02:29.32,Is there a chance?,Sad
25,[02:33.29,A fragment of light at the end of the tunnel?,Sad
26,[02:39.69,A reason to fight?,Sad
27,[02:43.46,Is there a chance you may chance your mind?,Sad
28,[02:53.56,Or are we ashes and wine?,Sad
29,[02:56.65,,Sad
30,[03:00.12,I’ll tear myself away,Sad
31,[03:09.72,That is what you need,Sad
32,[03:12.45,There is nothing left to say,Sad
33,[03:26.48,But,Sad
34,[03:27.62,,Sad
35,[03:28.35,Is there a chance?,Sad
36,[03:31.54,A fragment of light at the end of the tunnel?,Sad
37,[03:37.97,A reason to fight?,Sad
38,[03:41.44,Is there a chance you may change your mind?,Sad
39,[03:52.49,Or are we ashes and wine?,Sad
40,[03:59.37,The day’s still ashes and wine,Sad
41,[04:06.48,Or are we ashes?,Sad
0,[00:14.53,I'm so glad you made time to see me,Sad
1,[00:18.12,How's life? Tell me how's your family,Sad
2,[00:21.75,I haven't seen them in a while,Sad
3,[00:28.02,"You've been good, busier than ever",Sad
4,[00:31.77,"Small talk, work and the weather",Sad
5,[00:35.37,Your guard is up and I know why,Sad
6,[00:41.56,Because the last time you saw me,Sad
7,[00:44.60,is still burned in the back of your mind,Sad
8,[00:47.78,You gave me roses and I left them there to die,Sad
9,[00:54.21,So this is me swallowing my pride standing in,Sad
10,[00:58.44,front of you saying I'm sorry for that night,Sad
11,[01:03.73,And I go back to December all the time,Sad
12,[01:08.38,It turns out freedom ain't nothin but missin you,Sad
13,[01:11.97,Wishin I'd realized what I had when you were mine,Sad
14,[01:17.59,I go back to December turn around and make it all right,Sad
15,[01:24.52,I go back to December all the time,Sad
16,[01:30.39,,Sad
17,[01:42.64,These days I haven't been sleepin,Sad
18,[01:46.29,Stayin up playing back myself leavin,Sad
19,[01:49.14,When your birthday passed and I didn't call,Sad
20,[01:55.66,Then I think about summer all the beautiful times,Sad
21,[01:59.30,I watched you laughin from the passenger side,Sad
22,[02:02.45,And realized I loved you in the fall,Sad
23,[02:09.43,And then the cold came the dark days,Sad
24,[02:12.85,when fear crept into my mind,Sad
25,[02:15.39,You gave me all your lovin all I gave you was goodbye,Sad
26,[02:21.18,,Sad
27,[02:22.33,So this is me swallowing my pride standing in,Sad
28,[02:26.97,front of you saying I'm sorry for that night,Sad
29,[02:31.50,And I go back to December all the time,Sad
30,[02:36.35,It turns out freedom ain't nothin but missin you,Sad
31,[02:40.48,Wishin I'd realized what I had when you were mine,Sad
32,[02:45.22,I go back to December turn around and change my own mind,Sad
33,[02:52.21,I go back to December all the time,Sad
34,[02:58.00,,Sad
35,[03:09.35,"I miss your tan skin, your sweet smile",Sad
36,[03:13.25,So good to me so right,Sad
37,[03:16.19,And how you held me in your arms that September night,Sad
38,[03:21.06,The first time you ever saw me cry,Sad
39,[03:24.65,Maybe this is wishful thinkin,Sad
40,[03:27.74,Probably mindless dreamin,Sad
41,[03:30.93,If we loved again I swear I'd love you right,Sad
42,[03:36.95,I'd go back in time and change it but I can't,Sad
43,[03:43.38,So if the chain is on your door I understand,Sad
44,[03:50.00,,Sad
45,[03:51.03,This is me swallowing my pride standing in,Sad
46,[03:54.46,front of you saying I'm sorry for that night,Sad
47,[03:59.65,And I go back to December,Sad
48,[04:04.40,It turns out freedom ain't nothin but missin you,Sad
49,[04:07.59,Wishin I'd realized what I had when you were mine,Sad
50,[04:13.77,I go back to December turn around and make it all right,Sad
51,[04:20.25,I go back to December turn around and change my own mind,Sad
52,[04:27.14,I go back to December all the time,Sad
53,[04:32.67,,Sad
54,[04:37.33,all the time,Sad
55,[04:42.28,,Sad
0,[00:08.22,Across the ocean across the sea,Sad
1,[00:12.55,Startin' to forget the way you look at me now,Sad
2,[00:16.97,Over the mountains across the sky,Sad
3,[00:21.51,Need to see your face need to looking your eyes,Sad
4,[00:26.42,Through the strom and through the coulds,Sad
5,[00:30.74,upside down now,Sad
6,[00:35.08,I konw it's hard babe to sleep at night,Sad
7,[00:40.02,Don't you worry,Sad
8,[00:42.69,Cause everything's gonna be alright I,Sad
9,[00:48.31,Be alright I,Sad
10,[00:53.38,Through the sorrow,Sad
11,[00:55.52,And the fights,Sad
12,[00:57.75,Don't you worry,Sad
13,[01:00.63,Cause everything's gonna be alright I,Sad
14,[01:06.37,Be alright I,Sad
15,[01:11.36,All alone in my room,Sad
16,[01:15.47,Waiting for your phone call to come soon,Sad
17,[01:20.22,"And for you , oh",Sad
18,[01:23.08,I would walk a thousand miles,Sad
19,[01:25.36,To be in your arms,Sad
20,[01:27.65,Holding my heart,Sad
21,[01:29.51,Oh I  Oh I,Sad
22,[01:33.73,I love you,Sad
23,[01:36.63,"Everything's gonna be alright, I",Sad
24,[01:42.16,Be alright  I,Sad
25,[01:47.33,Through the long night and bright lights,Sad
26,[01:51.94,Don't you worry,Sad
27,[01:54.46,Cause everything's gonna be alright I,Sad
28,[02:00.12,Be alright  I,Sad
29,[02:04.91,You know that I care for you,Sad
30,[02:08.29,I'll always be there for you,Sad
31,[02:10.45,Promise I will stay right here,Sad
32,[02:14.90,I know that you want me too,Sad
33,[02:17.26,Baby we can make it through anything,Sad
34,[02:21.58,Cause everything's gonna be alright I,Sad
35,[02:27.32,Be alright  I,Sad
36,[02:32.10,Through the sorrow and the fights,Sad
37,[02:36.71,Don't you worry,Sad
38,[02:39.13,Everything's gonna be alright,Sad
39,[02:45.32,Be alright,Sad
40,[02:49.97,Through the sorrow and the fights,Sad
41,[02:54.59,Don't you worry,Sad
42,[02:57.37,Everything's gonna be alright,Sad
43,[03:03.35,,Sad
0,[00:34.12,How could I know that you would burn,Sad
1,[00:43.54,And I'm sorry about the moon,Sad
2,[00:55.15,How could I know that you'd disapproved,Sad
3,[01:05.19,I'll never make the same mistake,Sad
4,[01:09.72,So next time I create the universe,Sad
5,[01:13.14,I'll make sure we communicate at length,Sad
6,[01:19.84,Oh yeah,Sad
7,[01:23.03,,Sad
8,[01:24.90,But until then it's better off dead,Sad
9,[01:30.08,A smile on the lips and a hole in the head,Sad
10,[01:35.76,Better off dead it's better than this,Sad
11,[01:40.63,Take it away 'cause there's nothing to miss,Sad
12,[01:50.55,I'm sorry about the world,Sad
13,[02:00.42,How could I know you'd take it so bad,Sad
14,[02:10.25,And I'll never make the same mistake,Sad
15,[02:14.79,So if you are looking for a fantasy,Sad
16,[02:17.88,Why not trying the entire human rase,Sad
17,[02:24.32,Just to play it safe,Sad
18,[02:30.47,Until then,Sad
19,[02:32.13,,Sad
20,[02:32.95,A smile on the lips and a hole in the head,Sad
21,[02:40.76,Better off dead it's better than this,Sad
22,[02:45.59,Take it away 'cause there's nothing to miss,Sad
23,[02:51.24,Better off dead better off dead,Sad
24,[02:55.92,Why don't you try pushing daisies instead,Sad
25,[03:01.78,Better off dead better off dead,Sad
26,[03:06.28,A smile on the lips and a hole in the head,Sad
27,[03:12.58,And I'll never make the same mistake,Sad
28,[03:17.60,The next time I create the universe,Sad
29,[03:20.66,I'll make sure you participate,Sad
30,[03:26.61,,Sad
31,[03:27.83,Oh yeah,Sad
32,[03:35.79,,Sad
33,[03:54.08,And I'll never make the same mistake,Sad
34,[03:59.25,The next time I create the universe,Sad
35,[04:02.13,I'll make sure we communicate at length just in case,Sad
36,[04:12.85,,Sad
0,[00:18.46,god loves a lullaby,Sad
1,[00:20.95,in a mother's tears in the dead of night,Sad
2,[00:24.55,better than a hallelujah sometimes,Sad
3,[00:28.54,,Sad
4,[00:31.26,god loves a drunkard's cry,Sad
5,[00:34.08,the soldier's plea not to let him die,Sad
6,[00:37.33,better than a hallelujah sometimes,Sad
7,[00:41.01,,Sad
8,[00:43.55,we pour out our miseries,Sad
9,[00:46.72,god just hears a melody,Sad
10,[00:50.05,beautiful the mess we are,Sad
11,[00:53.32,"the honest cries, of breaking hearts",Sad
12,[01:00.41,are better than a hallelujah,Sad
13,[01:03.64,,Sad
14,[01:16.56,a woman holding on for life,Sad
15,[01:18.73,a dying man giving up the fight,Sad
16,[01:22.17,are better than a hallelujah sometimes,Sad
17,[01:25.89,,Sad
18,[01:28.60,tears of shame for what's been done,Sad
19,[01:31.64,the silence when the words won't come,Sad
20,[01:34.90,are better than a hallelujah sometimes,Sad
21,[01:38.92,,Sad
22,[01:40.95,"we pour out our miseries,",Sad
23,[01:44.36,god just hears a melody,Sad
24,[01:47.65,beautiful the mess we are,Sad
25,[01:50.78,"the honest cries, of breaking hearts",Sad
26,[01:57.79,are better than a hallelujah,Sad
27,[02:00.54,,Sad
28,[02:01.21,better than a church bell ringing,Sad
29,[02:03.82,better than a choir singing out,Sad
30,[02:09.33,singing out,Sad
31,[02:12.28,,Sad
32,[02:13.24,we pour out our miseries,Sad
33,[02:16.39,god just hears a melody,Sad
34,[02:19.62,beautiful the mess we are,Sad
35,[02:22.69,"the honest cries, of breaking hearts",Sad
36,[02:29.80,are better than a hallelujah,Sad
37,[02:32.10,,Sad
38,[02:45.33,we pour out our miseries,Sad
39,[02:48.40,god just hears a melody,Sad
40,[02:51.64,beautiful the mess we are,Sad
41,[02:54.73,"the honest cries, of breaking hearts",Sad
42,[03:01.96,are better than a hallelujah,Sad
43,[03:04.55,,Sad
44,[03:10.98,(better than a hallelujah sometimes),Sad
45,[03:15.17,better than a hallelujah,Sad
46,[03:24.38,(better than a hallelujah sometimes),Sad
47,[03:31.38,to:林 s.o.r.r.y——墨,Sad
0,[00:05.35,black and blue,Sad
1,[00:20.56,"Air-conditioning is cold,",Sad
2,[00:24.44,summer's hot and love is old,Sad
3,[00:28.65,"i wish i was smaller,",Sad
4,[00:33.01,a little creepy crawler.,Sad
5,[00:46.43,"Their's lovers' sin in this town,",Sad
6,[00:50.98,"lovers cannot let down,",Sad
7,[00:55.93,"the summer's hot as hell here you know,",Sad
8,[01:03.68,"if we think we can drink now,",Sad
9,[01:08.39,"we wont stop cos we dont know how,",Sad
10,[01:13.13,"it's cold, but we love",Sad
11,[01:17.49,how it feels alright,Sad
12,[01:27.88,"I sweat it all out, you sweat a lot too",Sad
13,[01:36.42,"we heart the same, the same black and blue",Sad
14,[01:44.85,"ohh ohhhh , i wanna catch my difficult",Sad
15,[01:53.05,"ohh ohhhhh , cos i'm scared i'm growing old",Sad
16,[02:01.30,"ohhh oh oh , don't return the love i give",Sad
17,[02:08.90,"ohhhh oh oh, your still my favourite",Sad
18,[02:24.74,"Troubles win in this town,",Sad
19,[02:29.14,"Troubles don't turn upside-down,",Sad
20,[02:34.62,ohh - they shit on the last bit of fun,Sad
21,[02:42.62,"There's sin all around,",Sad
22,[02:46.27,"Lovers cannot let down,",Sad
23,[02:50.84,and the winter wears and tears,Sad
24,[02:55.13,our bones.,Sad
25,[02:59.28,There's a man in this town,Sad
26,[03:04.51,"is shooting us down, he",Sad
27,[03:09.18,thinks he's a big man but he doesnt know anything about us or anything at all.,Sad
28,[03:15.99,"At night he lies awake,",Sad
29,[03:21.28,"and his heart aches,",Sad
30,[03:25.36,"cos its cold - ohh ohh old,",Sad
31,[03:33.52,"he sweats it out all the night through,",Sad
32,[03:40.95,and he throws up all over me and you.,Sad
33,[03:50.63,"ohh ohhh, i wanna catch my difficult",Sad
34,[03:57.49,"ohhh ohhh, cos i'm scared of growin old",Sad
35,[04:05.66,"ohh oh ohh, don't return the love i gave you",Sad
36,[04:13.03,"ohhh oh oh, your still my favourite",Sad
37,[04:24.35,"ohh ohhh, i wanna catch my difficult",Sad
38,[04:32.50,"ohhh ohhh, cos i'm scared of growin old",Sad
39,[04:41.28,"ohh oh ohh, don't return the love i gave you",Sad
40,[04:49.70,"ohhh oh oh, your still my favourite",Sad
41,[05:02.24,"Air-conditioning's cold,",Sad
42,[05:06.63,summers hot and love is old,Sad
43,[05:11.45,"i wish i was even smaller,",Sad
44,[05:16.21,a little creepy crawler,Sad
0,[01:07.09,Before I let you go,Sad
1,[01:10.36,Give me just one more night to show you,Sad
2,[01:16.66,Just how I feel,Sad
3,[01:20.51,I lost all my control,Sad
4,[01:23.36,If it takes my whole damned life,Sad
5,[01:26.46,I'll make this up to you,Sad
6,[01:31.75,,Sad
7,[01:33.23,I'm kind of like the waves that roll their whole life,Sad
8,[01:38.85,Towards somewhere crashing it on the shore,Sad
9,[01:46.41,That's blown in by the wind that carries the clouds,Sad
10,[01:52.33,To hide my wish on a fallen star,Sad
11,[01:59.07,,Sad
12,[02:00.13,"A different kind of pain,",Sad
13,[02:03.50,is someone there to hold you,Sad
14,[02:07.10,Is someone there to take you away from me,Sad
15,[02:13.76,"A different kind of pain,",Sad
16,[02:17.19,is someone there to hold you,Sad
17,[02:20.08,Is someone there to take you away from me,Sad
18,[02:26.67,,Sad
19,[02:27.21,I tried to let you go,Sad
20,[02:30.15,I wish I could turn back time and show,Sad
21,[02:35.59,You just how I feel,Sad
22,[02:40.08,I needed you to know,Sad
23,[02:43.47,If it takes my whole damned life,Sad
24,[02:47.30,I'll make this up to you,Sad
25,[02:54.12,I'm kind of like the waves that roll their whole life,Sad
26,[02:59.48,Towards somewhere crashing it on the shore,Sad
27,[03:07.28,That's blown in by the wind that carries the clouds,Sad
28,[03:13.13,To hide my wish on a fallen star,Sad
29,[03:20.77,,Sad
30,[03:21.31,"A different kind of pain,",Sad
31,[03:24.06,is someone there to hold you,Sad
32,[03:27.45,Is someone there to take you away from me,Sad
33,[03:33.38,"A different kind of pain,",Sad
34,[03:36.67,is someone there to hold you,Sad
35,[03:40.23,Is someone there to take you away from me,Sad
36,[03:46.20,,Sad
37,[03:48.32,"Before you let me go,",Sad
38,[03:55.32,"Before you let me go,",Sad
39,[04:02.08,"Before you let me go,",Sad
40,[04:08.76,"Before you let me go,",Sad
41,[04:11.52,I needed you to know,Sad
42,[04:13.90,A different kind of pain,Sad
43,[04:17.29,is someone there to hold you,Sad
44,[04:20.58,Is someone there to take you away from me,Sad
45,[04:27.29,A different kind of pain,Sad
46,[04:30.88,is someone there to hold you,Sad
47,[04:34.19,Is someone there to take you away from me,Sad
48,[04:41.14,A different kind of pain(It's a different kind of pain),Sad
49,[04:43.69,A different kind of pain(It's a different kind of pain),Sad
50,[04:47.33,It's a different kind of pain(It's a different kind of pain),Sad
51,[04:53.88,It's a different kind of pain(It's a different kind of pain),Sad
52,[04:54.24,It's a different kind of pain(Before you let me go),Sad
53,[04:57.61,It's a different kind of pain(I needed you to know),Sad
54,[05:01.40,It's a different kind of pain,Sad
55,[05:02.81,It's a different kind of,Sad
0,[00:22.95,She wore blue velvet,Sad
1,[00:31.01,Bluer than velvet was the night,Sad
2,[00:36.75,Softer than satin was the light,Sad
3,[00:41.50,From the stars,Sad
4,[00:44.58,,Sad
5,[00:46.49,She wore blue velvet,Sad
6,[00:54.41,Bluer than velvet were her eyes,Sad
7,[01:00.31,Warmer than May her tender sighs,Sad
8,[01:04.65,Love was ours,Sad
9,[01:08.64,,Sad
10,[01:12.04,Ours a love I held tightly,Sad
